,id,n_trial,magnitude,n_perturbation,basline_hr,max_hr,min_hr,std_hr,baseline_vo2,max_vo2,min_vo2,std_vo2,baseline_vco2,max_vo2,min_vo2,std_vo2,baseline_ve,max_ve,min_ve,std_ve
0,1.0,2.0,0.6,0.0,87.77539472181905,0.10564596549621713,-0.02223391396345928,3.685474848409472,0.8648627731496088,0.11725783946776942,-0.20419631787784798,0.08776965656167414,0.6729867704187864,0.10377237014677572,-0.2009279167835497,0.06567635667815051,24.81425964347921,0.39937385875851716,-0.4358940160328937,3.4956110238981033
1,1.0,2.0,0.6,1.0,87.4933982526488,0.07719555854771783,0.01276596520121178,1.674659799552168,0.7437457109365773,0.5813632704420433,-0.10786188342899666,0.1461747565476387,0.6035482682784014,0.5448222176731641,-0.06314131624253543,0.09760732239722227,20.810855471913456,1.082147385484811,-0.2940475256109223,5.631206968003846
2,1.0,2.0,0.6,2.0,88.46673724556584,0.08814115764497983,-0.008354707277048946,2.8492292009188924,0.835216162802939,0.20060812301053607,-0.21247276253265643,0.10391654872056756,0.6897773912691629,0.18395649033746814,-0.21571573865981877,0.07990723713124398,25.369909854397257,0.2902320331998213,-0.5966388006393786,4.755926969094596
3,1.0,2.0,0.6,3.0,97.49286550497759,0.03762958775330749,-0.02804614225494341,1.7814016996061304,0.7668361081151926,0.28532303579320034,-0.12317312037834706,0.09442806551285446,0.678829855706115,0.20273839143697078,-0.1433834259612571,0.0723985216787616,24.39225116850504,0.32072899139738736,-0.3430329145208862,3.8769328060646853
4,1.0,2.0,0.6,4.0,96.5127402510508,0.06063625630768082,-0.034399830260713304,2.65958390835695,0.8117824646448212,0.11796908292294285,-0.18600104025812658,0.07423370116142826,0.7060914804657845,0.08771937912136955,-0.20655213739206868,0.0627348555071479,26.412017479894143,0.34456406305070886,-0.6602887017776918,4.435219736708779
5,1.0,2.0,0.6,5.0,86.54315842637584,0.10607938177522752,0.007997629707079184,3.034364187105676,0.6784943024912146,0.2525673575004285,-0.016452077692732516,0.05113722592891097,0.5421120551935353,0.2072279483012004,-0.02990668210879074,0.038921134570771274,23.039748080480237,0.34064100431846167,-0.3748146565864406,3.7293591514657973
6,1.0,2.0,0.6,6.0,88.32885820793015,0.07024762765565908,-0.04581581025765859,3.625831374781304,0.7559614568853771,0.2670488872962029,-0.1502710378052817,0.08404810622662005,0.5939518243079988,0.24693219085221155,-0.1513849069416544,0.06299430255008012,21.403299519523927,0.3412862145789177,-0.6105672871119796,3.4867779563094765
7,1.0,2.0,0.6,7.0,92.86087492621267,0.05289925420934172,0.006740867199980552,1.2743039951328563,0.7763937823152947,0.2815116385266707,-0.1487723394223334,0.07493396632569348,0.655912098029294,0.3043666767631228,-0.12042632128961267,0.06533940100121638,22.94822992131592,0.733899676476556,-0.1171459691730687,3.9119008315877286
8,1.0,2.0,0.6,8.0,92.69185700198699,0.08529105992432852,0.0031563090861734164,2.6084730133068588,0.7046215275667371,0.42255074638589313,-0.04040721660184858,0.10535127789664488,0.6155925470905557,0.2942759970718947,-0.08877505319952332,0.07326175878563432,20.368650965338052,0.5316452702580777,-0.333165014653795,4.364898603695384
9,1.0,2.0,0.6,9.0,90.99977014715613,0.09890387457341443,-0.009841967573435651,2.677306738769333,0.842846702587164,0.11013437638586743,-0.17379206186578638,0.06901548163728587,0.7021736355713145,0.10844551286926635,-0.18071647056379864,0.05658546507511691,25.566214580239166,0.4012681744814182,-0.8492212565517432,4.999023926092176
10,1.0,3.0,-0.6,0.0,95.62944509697599,0.09127064244085513,-0.022141081390574403,3.663511496774896,0.916464929613302,0.11290934254619509,-0.2512360277966861,0.10853652084211533,0.7465929039411335,0.09125708942497571,-0.26230337475214466,0.08538948615201496,27.78850880653612,0.18931772220684717,-0.45375765358319825,4.825441728964585
11,1.0,3.0,-0.6,1.0,95.36619677407519,0.086715224692312,-0.010456959950636037,2.7734442322427175,0.8136555582487911,0.2609696202517236,-0.03663163742436369,0.08199646113874037,0.6756393379230092,0.23896141217878464,-0.02457940817804726,0.059619116707730076,24.04034169875741,0.30424081760619753,-0.16647359853203259,3.183176423965822
12,1.0,3.0,-0.6,2.0,95.34982058219181,0.1117359313845408,-0.004062100797116167,3.635929700348454,0.9228046289348185,0.15439941509312588,-0.23120934224294215,0.10237686915132625,0.7566797052288431,0.15075645203260918,-0.22460433543498942,0.08139477916770019,27.679198392030465,0.40913113144689905,-0.6914404886053456,5.545142089837546
13,1.0,3.0,-0.6,3.0,96.7109060135057,0.06428547685574831,-0.020047242628502812,2.099795032912487,0.8986412232700628,0.40989809206013966,-0.26249380563982916,0.19684919334809467,0.7508434371017219,0.34377778314735535,-0.28319779708218845,0.14794324021231006,27.343817448231064,0.6702928944339174,-0.6571257760058973,7.645464448713276
14,1.0,3.0,-0.6,4.0,93.799090466369,0.12918729453997896,-0.002367476926199505,3.5652251209576016,0.989251306183,0.19556293893676518,-0.2615703288926754,0.13734139471468798,0.7931986901609803,0.1583453061217291,-0.2737254114121519,0.1053801636296686,28.86863843960269,0.16230560078071582,-0.6742788290384234,4.993780371958773
15,1.0,3.0,-0.6,5.0,99.07257483333333,0.027588802138921467,-0.04741260764595836,1.6346140689510689,0.6220809997747464,0.5390943821235831,-0.018965879113753907,0.11938832469735429,0.5229220963502376,0.42188559422395383,-0.08974642058723081,0.09009967628435701,20.82038739693664,0.43046433706874576,-0.734080079226867,5.323963413021149
16,1.0,3.0,-0.6,6.0,93.33515250446217,0.09402904774599616,0.009837217281084092,2.276751056357633,0.9789951033559852,0.08795100427409676,-0.18789387029386675,0.06900471107701829,0.7641325055058681,0.09526496628842199,-0.1931566322874256,0.05497200227323491,29.57031598475614,0.24970404588237194,-0.5825051964715786,3.9487611382617387
17,1.0,3.0,-0.6,7.0,93.85138295539856,0.0480719292836155,-0.0264855100944556,1.715142668231232,0.9588608948567444,0.3077979887790814,-0.29578123551963686,0.1515163529916505,0.7555709880651073,0.28996498891019734,-0.2471545938069651,0.107745328607145,27.48966335668703,0.6257198257680742,-0.27340943291611675,5.252067093646294
18,1.0,3.0,-0.6,8.0,94.80511737225756,0.057327520154050314,-0.05818601740727906,3.9014563220246865,0.8074724155233155,0.38181070606836615,-0.13059600757455245,0.1308009326258329,0.6494146967956269,0.32523529997592615,-0.16570796153567607,0.09843682044211807,25.77153650217351,0.5535816079981176,-0.7577491748347088,6.811675142655905
19,1.0,3.0,-0.6,9.0,97.58078026655053,0.04805305005246892,-0.037420129751063916,2.726552362354165,0.8541707336712894,0.31821065871094323,0.034429407654632684,0.07452840054211682,0.6765380137567288,0.3163253612936069,0.03659261892242514,0.05806763331193436,23.891068177764765,0.40060287613484236,-0.062117096781843836,2.9377851104625967
20,1.0,4.0,-0.4,0.0,95.21178093909322,0.08967188671330968,-0.005911809139280794,2.774144583302561,0.7734587538851502,0.5244587969969138,-0.09806585154016063,0.10903202726403016,0.640447323626515,0.46170181764087004,-0.1377369899013928,0.08897781255011297,22.8873346712714,1.0786755980551461,-0.590364389953047,6.539910411855104
